Index,avg_price_per_kg
432,8.59
433,8.64
434,10.0
435,6.26
436,7.89
437,4.55
438,5.560000000000001
439,6.05
440,5.93
441,9.42
442,6.0
443,10.0
444,9.85
445,9.27
446,10.49
447,7.65
448,8.200000000000001
449,8.74
450,8.29
451,10.0
452,6.97
453,9.29
454,7.41
455,6.83
456,8.0
457,8.47
458,8.99
459,4.44
460,7.56
461,5.0
462,8.65
463,5.560000000000001
464,5.61
465,8.83
466,4.0
467,4.86
468,6.55
469,5.560000000000001
470,7.84
471,8.69
472,8.14
473,5.89
474,5.22
475,5.5
476,10.16
477,21.24
478,4.12
479,6.49
480,5.560000000000001
481,4.64
482,7.650000000000003
483,4.35
484,3.28
485,8.69
486,7.46
487,8.12
488,3.33
489,2.68
490,4.12
491,5.69
492,7.14
493,7.78
494,7.87
495,10.54
496,6.86
497,5.32
498,8.29
499,8.28
500,8.739999999999998
501,9.97
502,14.0
503,8.5
504,9.87
505,6.55
506,10.0
507,7.33
508,6.67
509,7.55
510,5.33
511,8.739999999999998
512,7.1
513,6.48
514,4.44
515,7.68
516,8.739999999999998
517,8.7
518,6.56
519,6.88
520,4.67
521,9.0
522,6.08
523,6.62
524,6.49
525,7.25
526,9.2
527,7.650000000000003
528,3.0
529,4.44
530,9.8
531,9.840000000000002
532,5.26
533,8.739999999999998
534,7.16
535,9.16
536,8.739999999999998
537,7.02
538,5.83
539,6.15
540,8.9
541,9.54
542,4.94
543,6.87
544,9.48
545,7.78
546,5.84
547,8.29
548,6.36
549,4.37
550,6.61
551,5.63
552,6.0
553,6.110000000000004
554,4.37
555,7.8
556,4.92
557,10.0
558,7.7
559,4.86
560,5.95
561,8.51
562,4.5
563,5.560000000000001
564,5.46
565,6.75
566,4.37
567,9.28
568,6.88
569,9.0
570,8.42
571,4.8
572,5.83
573,9.19
574,8.0
575,5.17
576,5.67
577,6.13
578,5.37
579,7.5
580,10.930000000000001
581,5.560000000000001
582,5.2
583,3.33
584,4.02
585,8.86
586,8.200000000000001
587,7.0
588,14.0
589,6.62
590,7.19
591,9.42
592,7.2
593,6.14
594,6.36
595,5.56
596,6.110000000000004
597,6.47
598,6.67
599,7.19
600,5.54
601,6.56
602,7.22
603,10.54
604,8.5
605,6.68
606,2.22
607,8.01
608,4.17
609,8.37
610,8.27
611,8.5
612,7.84
613,7.78
614,5.35
615,10.67
616,5.04
617,6.08
618,14.0
619,5.52
620,7.86
621,4.92
622,10.32
623,8.14
624,5.560000000000001
625,6.110000000000004
626,4.92
627,6.110000000000004
628,4.55
629,6.55
630,7.87
631,5.69
632,7.05
633,5.63
634,5.51
635,7.22
636,6.17
637,8.86
638,5.71
639,4.44
640,8.0
641,6.36
642,5.0
643,8.69
644,4.56
645,10.930000000000001
646,7.78
647,6.92
648,5.22
649,9.39
650,7.99
651,5.63
652,7.86
653,6.05
654,8.739999999999998
655,4.58
656,7.63
657,5.02
658,4.56
659,6.12
660,9.33
661,6.110000000000004
662,6.670000000000001
663,6.110000000000004
664,1.59
665,10.930000000000001
666,8.200000000000001
667,7.51
668,4.87
669,11.12
670,6.64
671,9.840000000000002
672,5.560000000000001
673,4.94
674,7.39
675,10.3
676,10.19
677,6.67
678,4.64
679,7.38
680,2.22
681,3.33
682,7.19
683,6.110000000000004
684,7.25
685,7.16
