Index,avg_price_per_kg
457,8.286958
458,8.380462
459,4.4343553
460,7.5926948
461,4.908881
462,9.152066
463,5.6494803
464,5.8925505
465,8.446461
466,4.230483
467,4.8249407
468,7.880094
469,5.76436
470,8.361358
471,7.978239
472,8.112173
473,5.3925514
474,5.127431
475,5.506601
476,10.535136
477,9.842829
478,4.209911
479,7.1224327
480,5.5986624
481,4.9495535
482,7.608925
483,4.649095
484,3.0296223
485,8.278889
486,7.1238103
487,7.901596
488,3.1794176
489,3.4841046
490,4.194074
491,5.594107
492,7.121707
493,7.8588033
494,7.6159797
495,10.082436
496,6.8953395
497,4.3758774
498,8.424211
499,8.214887
500,9.471746
501,9.687304
502,11.446093
503,8.873528
504,9.330841
505,8.278334
506,9.984794
507,7.587563
508,6.7250056
509,7.38956
510,5.083977
511,8.372107
512,7.193702
513,6.1431117
514,4.4255157
515,7.57274
516,8.512181
517,8.363908
518,6.622184
519,7.0415435
520,4.843365
521,9.208771
522,5.1492386
523,6.1777787
524,6.7987266
525,7.207677
526,8.832446
527,7.641511
528,2.9636123
529,4.4343553
530,9.812782
531,9.8007555
532,5.190258
533,8.669767
534,7.3622737
535,9.446687
536,8.372107
537,7.3654413
538,6.0271955
539,6.4044256
540,8.180277
541,8.663074
542,4.8769975
543,7.4451704
544,9.435678
545,7.593026
546,5.9293056
547,8.207156
548,6.3653374
549,4.493822
550,6.5518317
551,5.978241
552,6.020162
553,6.1644855
554,4.9349933
555,5.511575
556,5.287731
557,10.050872
558,7.393592
559,5.1224403
560,5.8828745
561,8.944306
562,4.525788
563,5.5051126
564,5.5613546
565,7.276951
566,4.396923
567,9.504808
568,7.8892164
569,9.146028
570,8.60984
571,4.5679584
572,6.19388
573,9.060481
574,8.0976715
575,4.9389806
576,5.968339
577,6.2332873
578,3.045009
579,7.587069
580,10.773616
581,5.6764746
582,5.211347
583,3.4504545
584,6.843006
585,8.844583
586,7.9204574
587,6.1828475
588,12.550375
589,6.6682153
590,7.3184915
591,8.396561
592,6.746682
593,6.17792
594,6.342268
595,7.075867
596,6.133448
597,6.5093074
598,6.645514
599,6.9449854
600,5.5280447
601,6.5608516
602,7.555257
603,10.234301
604,8.587324
605,6.82698
606,2.1812048
607,7.943652
608,4.1629276
609,8.380629
610,9.026452
611,8.475556
612,8.16675
613,6.8922024
614,4.776888
615,10.658182
616,5.452108
617,6.4169745
618,13.119079
619,5.4977098
620,7.8258433
621,4.9901104
622,11.044497
623,8.133069
624,5.5493026
625,6.180273
626,4.9461617
627,6.1340933
628,4.472285
629,6.993063
630,5.7314377
631,6.090154
632,7.027122
633,5.498595
634,5.5578785
635,7.174375
636,6.1867156
637,9.016316
638,5.767948
639,4.28444
640,8.031201
641,6.3620124
642,5.0893936
643,8.278889
644,4.3698897
645,11.011955
646,6.899902
647,6.6583595
648,4.6638556
649,9.501205
650,8.024414
651,5.6414695
652,7.4480724
653,5.926508
654,8.631913
655,4.739188
656,7.5553536
657,4.7390895
658,4.4296904
659,5.1828685
660,9.310635
661,6.178266
662,6.7515907
663,6.109948
664,1.5934896
665,10.994071
666,8.147721
667,7.3392253
668,4.7887597
669,11.358142
670,6.9545913
671,9.823086
672,5.230796
673,4.7088923
674,7.30748
675,10.698384
676,10.389281
677,5.955688
678,6.439241
679,7.495043
680,2.2012196
681,3.33702
682,10.059018
683,6.099337
684,7.310767
685,7.377112
